cidade,uf,cep
'Dores de Guanhães','MG','35894-000'
'Dores do Indaiá','MG','35610-000'
'Dores do Turvo','MG','36513-000'
'Doresópolis','MG','37926-000'
'Douradoquara','MG','38530-000'
'Durandé','MG','36974-000'
'Elói Mendes','MG','37110-000'
'Engenheiro Caldas','MG','35130-000'
'Engenheiro Navarro','MG','39417-000'
'Entre Folhas','MG','35324-000'
'Entre Rios de Minas','MG','35490-000'
'Ervália','MG','36555-000'
'Esmeraldas','MG','35740-000'
'Espera Feliz','MG','36830-000'
'Espinosa','MG','39510-000'
'Espírito Santo do Dourado','MG','37566-000'
'Estiva','MG','37542-000'
'Estrela Dalva','MG','36725-000'
'Estrela do Indaiá','MG','35613-000'
'Estrela do Sul','MG','38525-000'
'Eugenópolis','MG','36855-000'
'Ewbank da Câmara','MG','36108-000'
'Extrema','MG','37640-000'
'Fama','MG','37138-000'
'Faria Lemos','MG','36840-000'
'Felício dos Santos','MG','39180-000'
'Felisburgo','MG','39895-000'
'Felixlândia','MG','35794-000'
'Fernandes Tourinho','MG','35135-000'
'Ferros','MG','35800-000'
'Fervedouro','MG','36815-000'
'Florestal','MG','35690-000'
'Formiga','MG','35570-000'
'Formoso','MG','38690-000'
'Fortaleza de Minas','MG','37905-000'
'Fortuna de Minas','MG','35760-000'
'Francisco Badaró','MG','39644-000'
'Francisco Dumont','MG','39387-000'
'Francisco Sá','MG','39580-000'
'Franciscópolis','MG','39695-000'
'Frei Gaspar','MG','39840-000'
'Frei Inocêncio','MG','35112-000'
'Frei Lagonegro','MG','39708-000'
'Fronteira','MG','38230-000'
'Fronteira dos Vales','MG','39870-000'
'Fruta de Leite','MG','39558-000'
'Frutal','MG','38200-000'
'Funilândia','MG','35709-000'
'Galiléia','MG','35250-000'
'Gameleiras','MG','39505-000'
'Glaucilândia','MG','39592-000'
'Goiabeira','MG','35248-000'
'Goianá','MG','36152-000'
'Gonçalves','MG','37680-000'
'Gonzaga','MG','39720-000'
'Gouveia','MG','39120-000'
'Governador Valadares','MG','3127701'
'Grão Mogol','MG','39570-000'
'Grupiara','MG','38470-000'
'Guanhães','MG','39740-000'
'Guapé','MG','37177-000'
'Guaraciaba','MG','35436-000'
'Guaraciama','MG','39397-000'
'Guaranésia','MG','37810-000'
'Guarani','MG','36160-000'
'Guarará','MG','36606-000'
'Guaxupé','MG','37800-000'
'Guidoval','MG','36515-000'
'Guimarânia','MG','38730-000'
'Guiricema','MG','36525-000'
'Gurinhatã','MG','38310-000'
'Heliodora','MG','37484-000'
'Iapu','MG','35190-000'
'Ibertioga','MG','36225-000'
'Ibiá','MG','38950-000'
'Ibiaí','MG','39350-000'
'Ibiracatu','MG','39455-000'
'Ibiraci','MG','37990-000'
'Ibirité','MG','32400-000'
'Ibitiúra de Minas','MG','37790-000'
'Ibituruna','MG','37223-000'
'Icaraí de Minas','MG','39318-000'
'Igarapé','MG','32900-000'
'Igaratinga','MG','35695-000'
'Iguatama','MG','38910-000'
'Ijaci','MG','37205-000'
'Ilicínea','MG','37175-000'
'Imbé de Minas','MG','35323-000'
'Inconfidentes','MG','37576-000'
'Indaiabira','MG','39536-000'
'Indianópolis','MG','38490-000'
'Ingaí','MG','37215-000'
'Inhapim','MG','35330-000'
'Inhaúma','MG','35710-000'
'Inimutaba','MG','35796-000'
'Ipaba','MG','35198-000'
'Ipanema','MG','36950-000'
'Ipatinga','MG','3131307'
'Ipiaçu','MG','38350-000'
'Ipuiúna','MG','37559-000'
'Iraí de Minas','MG','38510-000'
'Itabira','MG','3131703'
'Itabirinha','MG','35280-000'
'Itabirito','MG','35450-000'
'Itacambira','MG','39594-000'
'Itacarambi','MG','39470-000'
'Itaguara','MG','35514-000'
'Itaipé','MG','39815-000'
'Itajubá','MG','3132404'
'Itamarandiba','MG','39670-000'
'Itamarati de Minas','MG','36788-000'
'Itambacuri','MG','39830-000'
'Itambé do Mato Dentro','MG','35820-000'
'Itamogi','MG','37955-000'
'Itamonte','MG','37466-000'
'Itanhandu','MG','37464-000'
'Itanhomi','MG','35120-000'
'Itaobim','MG','39625-000'
'Itapagipe','MG','38240-000'
'Itapecerica','MG','35550-000'
'Itapeva','MG','37655-000'
'Itatiaiuçu','MG','35685-000'
'Itaú de Minas','MG','37975-000'
'Itaúna','MG','3133808'
'Itaverava','MG','36440-000'
'Itinga','MG','39610-000'
'Itueta','MG','35220-000'
'Ituiutaba','MG','3134202'
'Itumirim','MG','37210-000'
'Iturama','MG','38280-000'
'Itutinga','MG','36390-000'
'Jaboticatubas','MG','35830-000'
'Jacinto','MG','39930-000'
'Jacuí','MG','37965-000'
'Jacutinga','MG','37590-000'
'Jaguaraçu','MG','35188-000'
'Jaíba','MG','39508-000'
'Jampruca','MG','39837-000'
'Janaúba','MG','39440-000'
'Januária','MG','39480-000'
'Japaraíba','MG','35580-000'
'Japonvar','MG','39335-000'
'Jeceaba','MG','35498-000'
'Jenipapo de Minas','MG','39645-000'
'Jequeri','MG','35390-000'
'Jequitaí','MG','39370-000'
'Jequitibá','MG','35767-000'
'Jequitinhonha','MG','39960-000'
'Jesuânia','MG','37485-000'
'Joaíma','MG','39890-000'
'Joanésia','MG','35168-000'
'João Monlevade','MG','3136207'
'João Pinheiro','MG','38770-000'
'Joaquim Felício','MG','39240-000'
'Jordânia','MG','39920-000'
'José Gonçalves de Minas','MG','39642-000'
'José Raydan','MG','39775-000'
'Josenópolis','MG','39575-000'
'Juatuba','MG','35675-000'
'Juiz de Fora','MG','3136702'
'Juramento','MG','39590-000'
'Juruaia','MG','37805-000'
'Juvenília','MG','39467-000'
'Ladainha','MG','39825-000'
'Lagamar','MG','38785-000'
'Lagoa da Prata','MG','35590-000'
'Lagoa dos Patos','MG','39360-000'
'Lagoa Dourada','MG','36345-000'
'Lagoa Formosa','MG','38720-000'
'Lagoa Grande','MG','38755-000'
'Lagoa Santa','MG','33400-000'
'Lajinha','MG','36980-000'
'Lambari','MG','37480-000'
'Lamim','MG','36455-000'
'Laranjal','MG','36760-000'
'Lassance','MG','39250-000'
'Lavras','MG','37200-000'
'Leandro Ferreira','MG','35657-000'
'Leme do Prado','MG','39655-000'
'Leopoldina','MG','36700-000'
'Liberdade','MG','37350-000'
'Lima Duarte','MG','36140-000'
'Limeira do Oeste','MG','38295-000'
'Lontra','MG','39437-000'
'Luisburgo','MG','36923-000'
'Luislândia','MG','39336-000'
'Luminárias','MG','37240-000'
'Luz','MG','35595-000'
'Machacalis','MG','39873-000'
'Machado','MG','37750-000'
'Madre de Deus de Minas','MG','37305-000'
'Malacacheta','MG','39690-000'
'Mamonas','MG','39516-000'
'Manga','MG','39460-000'
'Manhuaçu','MG','36900-000'
'Manhumirim','MG','36970-000'
'Mantena','MG','35290-000'
'Mar de Espanha','MG','36640-000'
'Maravilhas','MG','35666-000'
'Maria da Fé','MG','37517-000'
'Mariana','MG','35420-000'
'Marilac','MG','35115-000'
'Mário Campos','MG','32470-000'
'Maripá de Minas','MG','36608-000'
'Marliéria','MG','35185-000'
'Marmelópolis','MG','37516-000'
'Martinho Campos','MG','35606-000'
'Martins Soares','MG','36972-000'
'Mata Verde','MG','39915-000'
'Materlândia','MG','39755-000'
'Mateus Leme','MG','35670-000'
'Mathias Lobato','MG','35110-000'
'Matias Barbosa','MG','36120-000'
'Matias Cardoso','MG','39478-000'
'Matipó','MG','35367-000'
'Mato Verde','MG','39527-000'
'Matozinhos','MG','35720-000'
'Matutina','MG','38870-000'
'Medeiros','MG','38930-000'
'Medina','MG','39620-000'
'Mendes Pimentel','MG','35270-000'
'Mercês','MG','36190-000'
'Mesquita','MG','35166-000'
'Minas Novas','MG','39650-000'
'Minduri','MG','37447-000'
'Mirabela','MG','39420-000'
'Miradouro','MG','36893-000'
'Miraí','MG','36790-000'
'Miravânia','MG','39465-000'
'Moeda','MG','35470-000'
'Moema','MG','35604-000'
'Monjolos','MG','39215-000'
'Monsenhor Paulo','MG','37405-000'
'Montalvânia','MG','39495-000'
'Monte Alegre de Minas','MG','38420-000'
'Monte Azul','MG','39500-000'
'Monte Belo','MG','37115-000'
'Monte Carmelo','MG','38500-000'
'Monte Formoso','MG','39893-000'
'Monte Santo de Minas','MG','37958-000'
'Monte Sião','MG','37580-000'
'Montes Claros','MG','3143302'
'Montezuma','MG','39547-000'
'Morada Nova de Minas','MG','35628-000'
'Morro da Garça','MG','35798-000'
'Morro do Pilar','MG','35875-000'
'Munhoz','MG','37620-000'
'Muriaé','MG','36880-000'
'Mutum','MG','36955-000'
'Muzambinho','MG','37890-000'
'Nacip Raydan','MG','39718-000'
'Nanuque','MG','39860-000'
'Naque','MG','35157-000'
'Natalândia','MG','38658-000'
'Natércia','MG','37524-000'
'Nazareno','MG','36370-000'
'Nepomuceno','MG','37250-000'
'Ninheira','MG','39553-000'
'Nova Belém','MG','35298-000'
'Nova Era','MG','35920-000'
'Nova Lima','MG','34000-000'
'Nova Módica','MG','35113-000'
'Nova Ponte','MG','38160-000'
'Nova Porteirinha','MG','39525-000'
'Nova Resende','MG','37860-000'
'Nova Serrana','MG','35519-000'
'Nova União','MG','34990-000'
'Novo Cruzeiro','MG','39820-000'
'Novo Oriente de Minas','MG','39817-000'
'Novorizonte','MG','39568-000'
'Olaria','MG','36145-000'
'Olhos D\'Água','MG','39398-000'
'Olímpio Noronha','MG','37488-000'
'Oliveira','MG','35540-000'
'Oliveira Fortes','MG','36250-000'
'Onça de Pitangui','MG','35655-000'
'Oratórios','MG','35439-000'
'Orizânia','MG','36828-000'
'Ouro Branco','MG','36420-000'
'Ouro Fino','MG','37570-000'
'Ouro Preto','MG','35400-000'
'Ouro Verde de Minas','MG','39855-000'
'Padre Carvalho','MG','39573-000'
'Padre Paraíso','MG','39818-000'
'Pai Pedro','MG','39517-000'
'Paineiras','MG','35622-000'
'Pains','MG','35582-000'
'Paiva','MG','36195-000'
'Palma','MG','36750-000'
'Palmópolis','MG','39945-000'
'Papagaios','MG','35669-000'
'Pará de Minas','MG','3147105'
'Paracatu','MG','38600-000'
'Paraguaçu','MG','37120-000'
'Paraisópolis','MG','37660-000'
'Paraopeba','MG','35774-000'
'Passa Quatro','MG','37460-000'
'Passa Tempo','MG','35537-000'
'Passa Vinte','MG','37330-000'
'Passabém','MG','35810-000'
'Passos','MG','3147907'
'Patis','MG','39425-000'
'Patos de Minas','MG','3148004'
'Patrocínio','MG','38740-000'
'Patrocínio do Muriaé','MG','36860-000'
'Paula Cândido','MG','36544-000'
'Paulistas','MG','39765-000'
'Pavão','MG','39814-000'
'Peçanha','MG','39700-000'
'Pedra Azul','MG','39970-000'
'Pedra Bonita','MG','35364-000'
'Pedra do Anta','MG','36585-000'
'Pedra do Indaiá','MG','35565-000'
'Pedra Dourada','MG','36847-000'
'Pedralva','MG','37520-000'
'Pedras de Maria da Cruz','MG','39492-000'
'Pedrinópolis','MG','38178-000'
'Pedro Leopoldo','MG','33600-000'
'Pedro Teixeira','MG','36148-000'
'Pequeri','MG','36610-000'
'Pequi','MG','35667-000'
'Perdigão','MG','35515-000'
'Perdizes','MG','38170-000'
'Perdões','MG','37260-000'
'Periquito','MG','35156-000'
'Pescador','MG','35114-000'
'Piau','MG','36157-000'
'Piedade de Caratinga','MG','35325-000'
'Piedade de Ponte Nova','MG','35382-000'
'Piedade do Rio Grande','MG','36227-000'
'Piedade dos Gerais','MG','35526-000'
'Pimenta','MG','35585-000'
'Pintópolis','MG','39317-000'
'Piracema','MG','35536-000'
'Pirajuba','MG','38210-000'
'Piranga','MG','36480-000'
'Piranguçu','MG','37511-000'
'Piranguinho','MG','37508-000'
'Pirapetinga','MG','36730-000'
'Pirapora','MG','39270-000'
'Piraúba','MG','36170-000'
'Pitangui','MG','35650-000'
'Piumhi','MG','37925-000'
'Planura','MG','38220-000'
'Poço Fundo','MG','37757-000'
'Poços de Caldas','MG','3151800'
'Pocrane','MG','36960-000'
'Pompéu','MG','35640-000'
'Ponte Nova','MG','3152105'
'Ponto Chique','MG','39328-000'
'Ponto dos Volantes','MG','39615-000'
'Porteirinha','MG','39520-000'
'Porto Firme','MG','36576-000'
'Poté','MG','39827-000'
'Pouso Alegre','MG','37550-000'
'Pouso Alto','MG','37468-000'
'Prados','MG','36320-000'
'Prata','MG','38140-000'
'Pratápolis','MG','37970-000'
'Pratinha','MG','38960-000'
'Presidente Bernardes','MG','36475-000'
'Presidente Juscelino','MG','35797-000'
'Presidente Kubitschek','MG','39135-000'
'Presidente Olegário','MG','38750-000'
'Prudente de Morais','MG','35715-000'
'Quartel Geral','MG','35625-000'
'Queluzito','MG','36424-000'
'Raposos','MG','34400-000'
'Raul Soares','MG','35350-000'
'Recreio','MG','36740-000'
'Reduto','MG','36920-000'
'Resende Costa','MG','36340-000'
'Resplendor','MG','35230-000'
'Ressaquinha','MG','36270-000'
'Riachinho','MG','38640-000'
'Riacho dos Machados','MG','39529-000'
'Ribeirão das Neves','MG','3154606'
'Ribeirão Vermelho','MG','37264-000'
'Rio Acima','MG','34300-000'
'Rio Casca','MG','35370-000'
'Rio do Prado','MG','39940-000'
'Rio Doce','MG','35442-000'
'Rio Espera','MG','36460-000'
'Rio Manso','MG','35525-000'
'Rio Novo','MG','36150-000'
'Rio Paranaíba','MG','38810-000'
'Rio Pardo de Minas','MG','39530-000'
'Rio Piracicaba','MG','35940-000'
'Rio Pomba','MG','36180-000'
'Rio Preto','MG','36130-000'
'Rio Vermelho','MG','39170-000'
'Ritápolis','MG','36335-000'
'Rochedo de Minas','MG','36604-000'
'Rodeiro','MG','36510-000'
'Romaria','MG','38520-000'
'Rosário da Limeira','MG','36878-000'
'Rubelita','MG','39565-000'
'Rubim','MG','39950-000'
'Sabará','MG','3156700'
'Sabinópolis','MG','39750-000'
'Sacramento','MG','38190-000'
'Salinas','MG','39560-000'
'Salto da Divisa','MG','39925-000'
'Santa Bárbara','MG','35960-000'
'Santa Bárbara do Leste','MG','35328-000'
'Santa Bárbara do Monte Verde','MG','36132-000'
'Santa Bárbara do Tugúrio','MG','36215-000'
'Santa Cruz de Minas','MG','36328-000'
'Santa Cruz de Salinas','MG','39563-000'
'Santa Cruz do Escalvado','MG','35384-000'
'Santa Efigênia de Minas','MG','39725-000'
'Santa Fé de Minas','MG','39295-000'
'Santa Helena de Minas','MG','39874-000'
'Santa Juliana','MG','38175-000'
'Santa Luzia','MG','3157807'
'Santa Margarida','MG','36910-000'
'Santa Maria de Itabira','MG','35910-000'
'Santa Maria do Salto','MG','39928-000'
'Santa Maria do Suaçuí','MG','39780-000'
'Santa Rita de Caldas','MG','37775-000'
'Santa Rita de Jacutinga','MG','36135-000'
'Santa Rita de Minas','MG','35326-000'
'Santa Rita do Ibitipoca','MG','36235-000'
'Santa Rita do Itueto','MG','35225-000'
'Santa Rita do Sapucaí','MG','37540-000'
'Santa Rosa da Serra','MG','38805-000'
'Santa Vitória','MG','38320-000'
'Santana da Vargem','MG','37195-000'
'Santana de Cataguases','MG','36795-000'
'Santana de Pirapama','MG','35785-000'
'Santana do Deserto','MG','36620-000'
'Santana do Garambéu','MG','36146-000'
'Santana do Jacaré','MG','37278-000'
'Santana do Manhuaçu','MG','36940-000'
'Santana do Paraíso','MG','35167-000'
'Santana do Riacho','MG','35845-000'
'Santana dos Montes','MG','36430-000'
'Santo Antônio do Amparo','MG','37262-000'
'Santo Antônio do Aventureiro','MG','36670-000'
'Santo Antônio do Grama','MG','35388-000'
'Santo Antônio do Itambé','MG','39160-000'
'Santo Antônio do Jacinto','MG','39935-000'
'Santo Antônio do Monte','MG','35560-000'
'Santo Antônio do Retiro','MG','39538-000'
'Santo Antônio do Rio Abaixo','MG','35880-000'
'Santo Hipólito','MG','39210-000'
'Santos Dumont','MG','36240-000'
'São Bento Abade','MG','37414-000'
'São Brás do Suaçuí','MG','35495-000'
'São Domingos das Dores','MG','35335-000'
'São Domingos do Prata','MG','35995-000'
'São Félix de Minas','MG','35275-000'
'São Francisco','MG','39300-000'
'São Francisco de Paula','MG','35543-000'
'São Francisco de Sales','MG','38260-000'
'São Francisco do Glória','MG','36810-000'
'São Geraldo','MG','36530-000'
'São Geraldo da Piedade','MG','39723-000'
'São Geraldo do Baixio','MG','35258-000'
'São Gonçalo do Abaeté','MG','38790-000'
'São Gonçalo do Pará','MG','35516-000'
'São Gonçalo do Rio Abaixo','MG','35935-000'
'São Gonçalo do Rio Preto','MG','39185-000'
'São Gonçalo do Sapucaí','MG','37490-000'
'São Gotardo','MG','38800-000'
'São João Batista do Glória','MG','37920-000'
'São João da Lagoa','MG','39355-000'
'São João da Mata','MG','37568-000'
'São João da Ponte','MG','39430-000'
'São João das Missões','MG','39475-000'
'São João Del Rei','MG','3162500'
'São João do Manhuaçu','MG','36918-000'
'São João do Manteninha','MG','35277-000'
'São João do Oriente','MG','35146-000'
'São João do Pacuí','MG','39365-000'
'São João do Paraíso','MG','39540-000'
'São João Evangelista','MG','39705-000'
'São João Nepomuceno','MG','36680-000'
'São Joaquim de Bicas','MG','32920-000'
'São José da Barra','MG','37945-000'
'São José da Lapa','MG','33350-000'
'São José da Safira','MG','39785-000'
'São José da Varginha','MG','35694-000'
'São José do Alegre','MG','37510-000'
'São José do Divino','MG','39848-000'
'São José do Goiabal','MG','35986-000'
'São José do Jacuri','MG','39707-000'
'São José do Mantimento','MG','36990-000'
'São Lourenço','MG','37470-000'
'São Miguel do Anta','MG','36590-000'
'São Pedro da União','MG','37855-000'
'São Pedro do Suaçuí','MG','39784-000'
'São Pedro dos Ferros','MG','35360-000'
'São Romão','MG','39290-000'
'São Roque de Minas','MG','37928-000'
'São Sebastião da Bela Vista','MG','37567-000'
'São Sebastião da Vargem Alegre','MG','36793-000'
'São Sebastião do Anta','MG','35334-000'
'São Sebastião do Maranhão','MG','39795-000'
'São Sebastião do Oeste','MG','35506-000'
'São Sebastião do Paraíso','MG','37950-000'
'São Sebastião do Rio Preto','MG','35815-000'
'São Sebastião do Rio Verde','MG','37467-000'
'São Tiago','MG','36350-000'
'São Tomás de Aquino','MG','37960-000'
'São Thomé das Letras','MG','37418-000'
'São Vicente de Minas','MG','37370-000'
'Sardoá','MG','39728-000'
'Sarzedo','MG','32450-000'
'Sem Peixe','MG','35441-000'
'Senador Amaral','MG','37615-000'
'Senador Cortes','MG','36650-000'
'Senador Firmino','MG','36540-000'
'Senador José Bento','MG','37558-000'
'Senador Modestino Gonçalves','MG','39190-000'
'Senhora de Oliveira','MG','36470-000'
'Senhora do Porto','MG','39745-000'
'Senhora dos Remédios','MG','36275-000'
'Sericita','MG','35368-000'
'Seritinga','MG','37454-000'
'Serra Azul de Minas','MG','39165-000'
'Serra da Saudade','MG','35617-000'
'Serra do Salitre','MG','38760-000'
'Serra dos Aimorés','MG','39868-000'
'Serrania','MG','37136-000'
'Serranópolis de Minas','MG','39518-000'
'Serranos','MG','37452-000'
'Serro','MG','39150-000'
'Sete Lagoas','MG','3167202'
'Setubinha','MG','39688-000'
'Silveirânia','MG','36185-000'
'Silvianópolis','MG','37560-000'
'Simão Pereira','MG','36123-000'
'Simonésia','MG','36930-000'
'Sobrália','MG','35145-000'
'Soledade de Minas','MG','37478-000'
'Tabuleiro','MG','36165-000'
'Taiobeiras','MG','39550-000'
'Taparuba','MG','36953-000'
'Tapira','MG','38185-000'
'Tapiraí','MG','38980-000'
'Taquaraçu de Minas','MG','33980-000'
'Tarumirim','MG','35140-000'
'Teixeiras','MG','36580-000'
'Teófilo Otoni','MG','3168606'
'Timóteo','MG','3168705'
'Tiradentes','MG','36325-000'
'Tiros','MG','38880-000'
'Tocantins','MG','36512-000'
'Tocos do Moji','MG','37563-000'
'Toledo','MG','37630-000'
'Tombos','MG','36844-000'
'Três Corações','MG','37410-000'
'Três Marias','MG','39205-000'
'Três Pontas','MG','37190-000'
'Tumiritinga','MG','35125-000'
'Tupaciguara','MG','38430-000'
'Turmalina','MG','39660-000'
'Turvolândia','MG','37496-000'
'Ubá','MG','36500-000'
'Ubaí','MG','39320-000'
'Ubaporanga','MG','35338-000'
'Uberaba','MG','3170107'
'Uberlândia','MG','3170206'
'Umburatiba','MG','39878-000'
'Unaí','MG','38610-000'
'União de Minas','MG','38288-000'
'Uruana de Minas','MG','38630-000'
'Urucânia','MG','35380-000'
'Urucuia','MG','39315-000'
'Vargem Alegre','MG','35199-000'
'Vargem Bonita','MG','37922-000'
'Vargem Grande do Rio Pardo','MG','39535-000'
'Varginha','MG','3170701'
'Varjão de Minas','MG','38794-000'
'Várzea da Palma','MG','39260-000'
'Varzelândia','MG','39450-000'
'Vazante','MG','38780-000'
'Verdelândia','MG','39458-000'
'Veredinha','MG','39663-000'
'Veríssimo','MG','38150-000'
'Vermelho Novo','MG','35359-000'
'Vespasiano','MG','33200-000'
'Viçosa','MG','36570-000'
'Vieiras','MG','36895-000'
'Virgem da Lapa','MG','39630-000'
'Virgínia','MG','37465-000'
'Virginópolis','MG','39730-000'
'Virgolândia','MG','39715-000'
'Visconde do Rio Branco','MG','36520-000'
'Volta Grande','MG','36720-000'
'Wenceslau Braz','MG','37512-000'
'Água Clara','MS','79680-000'
'Alcinópolis','MS','79530-000'
'Amambaí','MS','79990-000'
'Anastácio','MS','79210-000'
'Anaurilândia','MS','79770-000'
'Angélica','MS','79785-000'
'Antônio João','MS','79910-000'
'Aparecida do Taboado','MS','79570-000'
'Aquidauana','MS','79200-000'
'Aral Moreira','MS','79930-000'
'Bandeirantes','MS','79430-000'
'Bataguassu','MS','79780-000'
'Batayporã','MS','79760-000'
'Bela Vista','MS','79260-000'
'Bodoquena','MS','79390-000'
'Bonito','MS','79290-000'
'Brasilândia','MS','79670-000'
'Caarapó','MS','79940-000'
'Camapuã','MS','79420-000'
'Campo Grande','MS','5002704'
'Caracol','MS','79270-000'
'Cassilândia','MS','79540-000'
'Chapadão do Sul','MS','79560-000'
'Corguinho','MS','79460-000'
'Coronel Sapucaia','MS','79995-000'
'Corumbá','MS','5003207'
'Costa Rica','MS','79550-000'
'Coxim','MS','79400-000'
'Deodápolis','MS','79790-000'
'Dois Irmãos do Buriti','MS','79215-000'
'Douradina','MS','79880-000'
'Dourados','MS','5003702'
'Eldorado','MS','79970-000'
'Fátima do Sul','MS','79700-000'
'Figueirão','MS','79428-000'
'Glória de Dourados','MS','79730-000'
'Guia Lopes da Laguna','MS','79230-000'
'Iguatemi','MS','79960-000'
'Inocência','MS','79580-000'
'Itaporã','MS','79890-000'
'Itaquiraí','MS','79965-000'
'Ivinhema','MS','79740-000'
'Japorã','MS','79985-000'
'Jaraguari','MS','79440-000'
'Jardim','MS','79240-000'
'Jateí','MS','79720-000'
'Jutí','MS','79955-000'
'Ladário','MS','79370-000'
'Laguna Carapã','MS','79920-000'
'Maracaju','MS','79150-000'
'Miranda','MS','79380-000'
'Mundo Novo','MS','79980-000'
'Naviraí','MS','79950-000'
'Nioaque','MS','79220-000'
'Nova Alvorada do Sul','MS','79140-000'
'Nova Andradina','MS','79750-000'
'Novo Horizonte do Sul','MS','79745-000'
'Paranaíba','MS','79500-000'
'Paranhos','MS','79925-000'
'Pedro Gomes','MS','79410-000'
'Ponta Porã','MS','5006606'
'Porto Murtinho','MS','79280-000'
'Ribas do Rio Pardo','MS','79180-000'
'Rio Brilhante','MS','79130-000'
'Rio Negro','MS','79470-000'
'Rio Verde de Mato Grosso','MS','79480-000'
'Rochedo','MS','79450-000'
'Santa Rita do Pardo','MS','79690-000'
'São Gabriel do Oeste','MS','79490-000'
'Selvíria','MS','79590-000'
'Sete Quedas','MS','79935-000'
'Sidrolândia','MS','79170-000'
'Sonora','MS','79415-000'
'Tacuru','MS','79975-000'
'Taquarussu','MS','79765-000'
'Terenos','MS','79190-000'
'Três Lagoas','MS','5008305'
'Vicentina','MS','79710-000'
'Acorizal','MT','78480-000'
'Água Boa','MT','78635-000'
'Alta Floresta','MT','78580-000'
'Alto Araguaia','MT','78780-000'
'Alto Boa Vista','MT','78665-000'
'Alto Garças','MT','78770-000'
'Alto Paraguai','MT','78410-000'
'Alto Taquari','MT','78785-000'
'Apiacás','MT','78595-000'
'Araguaiana','MT','78685-000'
'Araguainha','MT','78615-000'
'Araputanga','MT','78260-000'
'Arenápolis','MT','78420-000'
'Aripuanã','MT','78325-000'
'Barão de Melgaço','MT','78190-000'
'Barra do Bugres','MT','78390-000'
'Barra do Garças','MT','78600-000'
'Brasnorte','MT','78350-000'
'Cáceres','MT','78200-000'
'Campinápolis','MT','78630-000'
'Campo Novo do Parecis','MT','78360-000'
'Campo Verde','MT','78840-000'
'Campos de Júlio','MT','78307-000'
'Canabrava do Norte','MT','78658-000'
'Canarana','MT','78640-000'
'Carlinda','MT','78587-000'
'Castanheira','MT','78345-000'
'Chapada dos Guimarães','MT','78195-000'
'Cláudia','MT','78540-000'
'Cocalinho','MT','78680-000'
'Colíder','MT','78500-000'
'Comodoro','MT','78310-000'
'Confresa','MT','78652-000'
'Cotriguaçu','MT','78330-000'
'Cuiabá','MT','5103403'
'Curvelândia','MT','78237-000'
'Denise','MT','78380-000'
'Diamantino','MT','78400-000'
'Dom Aquino','MT','78830-000'
'Feliz Natal','MT','78885-000'
'Figueirópolis D\'Oeste','MT','78290-000'
'Gaúcha do Norte','MT','78875-000'
'General Carneiro','MT','78620-000'
'Glória D\'Oeste','MT','78293-000'
'Guarantã do Norte','MT','78520-000'
'Guiratinga','MT','78760-000'
'Indiavaí','MT','78295-000'
'Itaúba','MT','78510-000'
'Itiquira','MT','78790-000'
'Jaciara','MT','78820-000'
'Jangada','MT','78490-000'
'Jauru','MT','78255-000'
'Juara','MT','78575-000'
'Juína','MT','78320-000'
'Juruena','MT','78340-000'
'Juscimeira','MT','78810-000'
'Lambari D\'Oeste','MT','78278-000'
'Lucas do Rio Verde','MT','78455-000'
'Luciara','MT','78660-000'
'Marcelândia','MT','78535-000'
'Matupá','MT','78525-000'
'Mirassol D\'Oeste','MT','78280-000'
'Nobres','MT','78460-000'
'Nortelândia','MT','78430-000'
'Nossa Senhora do Livramento','MT','78170-000'
'Nova Bandeirantes','MT','78565-000'
'Nova Brasilândia','MT','78860-000'
'Nova Canaã do Norte','MT','78515-000'
'Nova Guarita','MT','78508-000'
'Nova Lacerda','MT','78243-000'
'Nova Marilândia','MT','78415-000'
'Nova Maringá','MT','78445-000'
'Nova Monte Verde','MT','78593-000'
'Nova Mutum','MT','78450-000'
'Nova Olímpia','MT','78370-000'
'Nova Ubiratã','MT','78888-000'
'Nova Xavantina','MT','78690-000'
'Novo Horizonte do Norte','MT','78570-000'
'Novo Mundo','MT','78528-000'
'Novo São Joaquim','MT','78625-000'
'Paranaitá','MT','78590-000'
'Paranatinga','MT','78870-000'
'Pedra Preta','MT','78795-000'
'Peixoto de Azevedo','MT','78530-000'
'Planalto da Serra','MT','78855-000'
'Poconé','MT','78175-000'
'Pontal do Araguaia','MT','78698-000'
'Ponte Branca','MT','78610-000'
'Pontes e Lacerda','MT','78250-000'
'Porto Alegre do Norte','MT','78655-000'
'Porto dos Gaúchos','MT','78560-000'
'Porto Esperidião','MT','78240-000'
'Porto Estrela','MT','78398-000'
'Poxoréu','MT','78800-000'
'Primavera do Leste','MT','78850-000'
'Querência','MT','78643-000'
'Reserva do Cabaçal','MT','78265-000'
'Ribeirão Cascalheira','MT','78675-000'
'Ribeirãozinho','MT','78613-000'
'Rio Branco','MT','78275-000'
'Rondonópolis','MT','5107602'
'Rosário Oeste','MT','78470-000'
'Salto do Céu','MT','78270-000'
'Santa Carmem','MT','78545-000'
'Santa Terezinha','MT','78650-000'
'Santo Afonso','MT','78425-000'
'Santo Antônio do Leverger','MT','78180-000'
'Vale de São Domingos','MT','78253-000'
'São Félix do Araguaia','MT','78670-000'
'São José do Povo','MT','78773-000'
'São José do Rio Claro','MT','78435-000'
'São José do Xingu','MT','78663-000'
